"","season","episode_num_in_season","episode_num_overall","Episode","patients_name","medical_diagnosis","icd_code","category","organs_affected","directed_by","written_by","us_viewers","original_air_date","imdb_rating","total_votes","description"
"87",3,9,55,"Finding Judas","Alice Hartman","Hereditary erythropoietic porphyria","E800","METABOLIC","BONE MARROW","Deran Sarafian","Sara Hess",17300000,"28 Nov. 2006",8.5,2325,"While a little girl's life and limbs are in jeopardy, Tritter becomes more manipulative and House suffers withdrawal."
"88",3,10,56,"Merry Little Christmas","Abigail Ralphean","Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis [Letterer-Siwe disease]","C960","NEOPLASTIC","SKIN","Tony To","Liz Friedman",11770000,"12 Dec. 2006",8.7,2447,"Wilson presents the deal to House and then convinces Cuddy to back him up, meanwhile the team is flummoxed by a patient's condition and various members keep seeking out House for his opinion even though he may not be prepared to assist."
"89",3,11,57,"Words and Deeds","Derek Hoyt","Benign neoplasm: Spinal meninges","D321","NEOPLASTIC","NS","Daniel Sackheim","Leonard Dick",17780000,"9 Jan. 2007",8.6,2408,"House checks himself into rehab just before his trial, but a different game entirely may be afoot. Elsewhere, the team attempts to treat a firefighter who can't stop shivering."
"90",3,12,58,"One Day, One Room","Ear Patient","Foreign body in ear","T16","INFECTIOUS","EAR","Juan J. Campanella","David Shore",27340000,"30 Jan. 2007",9.1,4974,"Stuck with clinic duty, House almost wishes he had the boring patients back after he encounters a young woman with an STD and the need to talk."
"91",3,12,58,"One Day, One Room","Paciente","Tinea pedis","B353","INFECTIOUS","NOSE","Juan J. Campanella","David Shore",27340000,"30 Jan. 2007",9.1,4974,"Stuck with clinic duty, House almost wishes he had the boring patients back after he encounters a young woman with an STD and the need to talk."
"92",3,12,58,"One Day, One Room","Eve","Chlamydial infection of lower genitourinary tract","A560","INFECTIOUS","UG","Juan J. Campanella","David Shore",27340000,"30 Jan. 2007",9.1,4974,"Stuck with clinic duty, House almost wishes he had the boring patients back after he encounters a young woman with an STD and the need to talk."
"93",3,12,58,"One Day, One Room","Paciente","Foreign body in stomach","T182","GASTRO","GI","Juan J. Campanella","David Shore",27340000,"30 Jan. 2007",9.1,4974,"Stuck with clinic duty, House almost wishes he had the boring patients back after he encounters a young woman with an STD and the need to talk."
"94",3,13,59,"Needle in a Haystack","Stevie Lipa","Foreign body in colon","T184","GASTRO","GI","Peter O'Fallon","David Foster",24880000,"6 Feb. 2007",8,2266,"A young man is stricken during sex with his girlfriend, and House must determine why his organs are suddenly shutting down. Finding the cause is like looking for a needle in a haystack."
"95",3,14,60,"Insensitive","Hannah Morgenthal","Vitamin B deficiency, unspecified","E539","NUTRITION","GI","Deran Sarafian","Matthew V. Lewis",25990000,"13 Feb. 2007",8.8,2588,"On Valentine's Day, House meddles in relationships as he works to diagnose a teenager who has a genetic inability to feel pain."
"96",3,14,60,"Insensitive","Hannah Morgenthal","Taeniasis","B68","INFECTIOUS","GI","Deran Sarafian","Matthew V. Lewis",25990000,"13 Feb. 2007",8.8,2588,"On Valentine's Day, House meddles in relationships as he works to diagnose a teenager who has a genetic inability to feel pain."
"97",3,15,61,"Half-Wit","Patrick Obyedkov","Aortic arch syndrome [Takayasu]","M314","CONNECTIVE","BV","Katie Jacobs","Lawrence Kaplow",24400000,"6 Mar. 2007",9.1,3218,"House struggles to find out why a pianist savant is losing his ability to play. Ultimately, a decision must be made as to how much brain is necessary for a normal quality of life."
"98",3,16,62,"Top Secret","John Kelley","Hereditary haemorrhagic telangiectasia","I780","VASCULAR","BV","Deran Sarafian","Thomas L. Moran",20800000,"27 Mar. 2007",8.1,2268,"A patient whose relative has called in a favor with Cuddy presents with nonspecific minor symptoms that turn life-threatening, but House is distracted by a dream and an inability to urinate."
"99",3,17,63,"Fetal Position","Fetus","Hydrops fetalis due to other and unspecified haemolytic disease","P569","OBSGYN","heart""","Matt Shakman","Russel Friend & Garrett Lerner",20350000,"3 Apr. 2007",8.5,2458,"When a pregnant woman has a stroke, the team is at a loss after all tests reveal nothing, but when her organs start shutting down Cuddy takes over the case."
"100",3,17,63,"Fetal Position","Emma Sloan","Maternal care for hydrops fetalis","O362","OBSGYN","heart""","Matt Shakman","Russel Friend & Garrett Lerner",20350000,"3 Apr. 2007",8.5,2458,"When a pregnant woman has a stroke, the team is at a loss after all tests reveal nothing, but when her organs start shutting down Cuddy takes over the case."
"101",3,18,64,"Airborne","Fran","Toxic effect: Other specified gases, fumes and vapours","T598","METABOLIC","LUNGS, LIVER","Elodie Keene","David Hoselton",21570000,"10 Apr. 2007",9,2988,"House and Cuddy are flying back to the US from an international conference in Singapore. While en route a mysterious disease strikes one passenger and an epidemic unfolds, causing House to diagnose in midair since they have missed the halfway mark by passing the north pole. Back in Princeton, Wilson and House's lackeys have a confusing case of what is ailing a woman who came into the clinic and proceeded to have a seizure."
"102",3,18,64,"Airborne","Peng","Caisson disease [decompression sickness]","T703","RESP","LUNGS, BV","Elodie Keene","David Hoselton",21570000,"10 Apr. 2007",9,2988,"House and Cuddy are flying back to the US from an international conference in Singapore. While en route a mysterious disease strikes one passenger and an epidemic unfolds, causing House to diagnose in midair since they have missed the halfway mark by passing the north pole. Back in Princeton, Wilson and House's lackeys have a confusing case of what is ailing a woman who came into the clinic and proceeded to have a seizure."
"103",3,19,65,"Act Your Age","Jasper","Precocious puberty","E301","PEDIATRIC","UG","Daniel Sackheim","Sara Hess",22410000,"17 Apr. 2007",8.2,2208,"A young girl is ailed with diseases that usually strike people much older than her 6 years of age. But before House can diagnose her, her brother starts exhibiting the same symptoms she was admitted with. During all of this House gives Wilson tickets that a patient had given to him for a play. Ensuing a discussion on why men take women to plays. Wilson decides to take Cuddy and the tug of war with House for her affections begins, although Cuddy insists that she only went with Wilson as a friend."
"104",3,19,65,"Act Your Age","Lucy","Precocious puberty","E301","PEDIATRIC","UG","Daniel Sackheim","Sara Hess",22410000,"17 Apr. 2007",8.2,2208,"A young girl is ailed with diseases that usually strike people much older than her 6 years of age. But before House can diagnose her, her brother starts exhibiting the same symptoms she was admitted with. During all of this House gives Wilson tickets that a patient had given to him for a play. Ensuing a discussion on why men take women to plays. Wilson decides to take Cuddy and the tug of war with House for her affections begins, although Cuddy insists that she only went with Wilson as a friend."
"105",3,20,66,"House Training","Lupe","Sepsis due to Staphylococcus aureus","A410","INFECTIOUS","BV, NS, LIVER, REN","Paul McCrane","Doris Egan",20810000,"24 Apr. 2007",8.3,2256,"The cause of a woman's TIA stumps the team, and Foreman's family visits."
"106",3,21,67,"Family","Matty","Histoplasmosis","B39","INFECTIOUS","LIVER, SKIN, NS","David Straiton","Liz Friedman",21130000,"1 May 2007",8.4,2188,"Wilson is preparing his 14-year-old patient, Nick, for a bone marrow transplant when the donor, Nick's younger brother Matty, suddenly starts sneezing. Since Nick's immune system has been destroyed by the chemotherapy for his cancer, he cannot risk a marrow donation from Matty while Matty is ill. House decides that the fastest way to find out what's wrong with Matty is to make him worse. As the boys get sicker and sicker, House and his team race to cure Matty before both brothers die. Meanwhile, House battles Hector (his newly adopted dog) for supremacy and Foreman ..."
"107",3,22,68,"Resignation","Addie","Toxic effect of corrosive substances","T54","METABOLIC","LIVER, GI","Martha Mitchell","Pamela Davis",21360000,"8 May 2007",8.4,2216,"A college girl suddenly coughs up blood during karate class. Foreman resigns. A vegan couple has problems with floating poop. House secretly drugs Wilson with amphetamine."
"108",3,23,69,"The Jerk","Nate","Disorders of iron metabolism","E831","METABOLIC","LIVER, BV","Daniel Sackheim","Leonard Dick",21190000,"15 May 2007",8.5,2290,"When a teenage chess-player assaults his opponent, the team struggles to determine whether the problem is organic or psychological. Clinic Cases: Spotted sunburn."
"109",3,24,70,"Human Error","Marina Hernandez","Other heart disorders in diseases classified elsewhere","I52","HEART","heart""","Katie Jacobs","Thomas L. Moran & Lawrence Kaplow",17230000,"29 May 2007",8.9,2786,"A couple risk their lives getting from Cuba to see House, but his preoccupation with staff issues may cost the woman her life."
"110",3,24,70,"Human Error","Marina Hernandez","Other heart disorders in diseases classified elsewhere","I52","VASCULAR","heart""","Katie Jacobs","Thomas L. Moran & Lawrence Kaplow",17230000,"29 May 2007",8.9,2786,"A couple risk their lives getting from Cuba to see House, but his preoccupation with staff issues may cost the woman her life."
"111",4,1,71,"Alone","Liz Masters","Personal history of allergy to other antibiotic agents","Z881","ALLERGIC","LYMPH NODE","Deran Sarafian","Story by: Peter BlakeTeleplay by: Peter Blake & David Shore",14520000,"25 Sep. 2007",9,3099,"House is off his game without the team, and Wilson uses an extreme tactic to force him into interviews."
"112",4,1,71,"Alone","Liz Masters","Personal history of allergy to other antibiotic agents","Z881","ALLERGIC","liver","Deran Sarafian","Story by: Peter BlakeTeleplay by: Peter Blake & David Shore",14520000,"25 Sep. 2007",9,3099,"House is off his game without the team, and Wilson uses an extreme tactic to force him into interviews."
"113",4,1,71,"Alone","Liz Masters","Poisoning: Other and unspecified drugs, medicaments and biological substances","T509","METABOLIC","liver","Deran Sarafian","Story by: Peter BlakeTeleplay by: Peter Blake & David Shore",14520000,"25 Sep. 2007",9,3099,"House is off his game without the team, and Wilson uses an extreme tactic to force him into interviews."
"114",4,1,71,"Alone","Liz Masters","Withdrawal state with delirium","F104","PSYCHIATRIC","NS","Deran Sarafian","Story by: Peter BlakeTeleplay by: Peter Blake & David Shore",14520000,"25 Sep. 2007",9,3099,"House is off his game without the team, and Wilson uses an extreme tactic to force him into interviews."
"115",4,1,71,"Alone","Liz Masters","Poisoning: Oral contraceptives","T384","METABOLIC","liver","Deran Sarafian","Story by: Peter BlakeTeleplay by: Peter Blake & David Shore",14520000,"25 Sep. 2007",9,3099,"House is off his game without the team, and Wilson uses an extreme tactic to force him into interviews."
"116",4,2,72,"The Right Stuff","Greta Cooper","Other phakomatoses, not elsewhere classified","Q858","OBSGYN","NS, HEART, REN, LUNGS","Deran Sarafian","Doris Egan & Leonard Dick",17440000,"2 Oct. 2007",8.8,2714,"House is forced to choose a new staff... and gathers 40 applicants to start narrowing down the field. Meanwhile, an Air Force pilot wants House to treat her secretly so she doesn't ruin her chances of becoming an astronaut."
"117",4,3,73,"97 Seconds","Thomas Stark","Ancylostomiasis","B760","INFECTIOUS","GI","David Platt","Russel Friend & Garrett Lerner",18030000,"9 Oct. 2007",8.8,2533,"Down to 10 candidates for his team, House splits them into 2 groups to diagnose a patient whose short lifespan has been made even shorter. Foreman leads his own team to diagnose a patient at his new workplace."
"118",4,4,74,"Guardian Angels","Irene","Poisoning: Alpha-adrenoreceptor antagonists, not elsewhere classified","T446","METABOLIC","LIVER, NS","Deran Sarafian","David Hoselton",18100000,"23 Oct. 2007",8.5,2299,"A woman seeing her dead mother stumps the recruits, especially once she begins seeing a recent victim."
"119",4,5,75,"Mirror Mirror","Robert Elliot","Zoonotic bacterial disease, unspecified","A289","INFECTIOUS","LYMPH NODE","David Platt","David Foster",17290000,"30 Oct. 2007",8.8,2652,"A victim of a mugging presents with neurological symptoms and begins to mirror the behaviors of his doctors. Foreman joins the new fellows in seeking a diagnosis; Cameron and Chase takes bets on whom House will fire next."
"120",4,6,76,"Whatever It Takes","Casey Alfonso","Heatstroke and sunstroke","T670","NEUROLOGIC","NS","Juan J. Campanella","Story by: Thomas L. MoranTeleplay by: Thomas L. Moran & Peter Blake",18170000,"6 Nov. 2007",8.6,2407,"House is taken by jet to help diagnose a dying CIA agent, leaving Foreman in charge of the team trying to find out why a young woman passed out after a drag car race."
"121",4,6,76,"Whatever It Takes","Casey Alfonso","Toxic effect: Other metals","T568","METABOLIC","liver","Juan J. Campanella","Story by: Thomas L. MoranTeleplay by: Thomas L. Moran & Peter Blake",18170000,"6 Nov. 2007",8.6,2407,"House is taken by jet to help diagnose a dying CIA agent, leaving Foreman in charge of the team trying to find out why a young woman passed out after a drag car race."
"122",4,6,76,"Whatever It Takes","John","Toxic effect: Other specified inorganic substances","T578","METABOLIC","liver","Juan J. Campanella","Story by: Thomas L. MoranTeleplay by: Thomas L. Moran & Peter Blake",18170000,"6 Nov. 2007",8.6,2407,"House is taken by jet to help diagnose a dying CIA agent, leaving Foreman in charge of the team trying to find out why a young woman passed out after a drag car race."
"123",4,7,77,"Ugly","Kenny","Lyme disease","A692","INFECTIOUS","NS, HEART","David Straiton","Sean Whitesell",16950000,"13 Nov. 2007",8.3,2302,"House and his team are hampered by a reality television crew whilst battling over possible diagnoses for a craniofacial surgery patient."
"124",4,8,78,"You Don't Want to Know","Flynn","Lupus erythematosus","L93","AUTOIMMUNE","SKIN","Lesli Linka Glatter","Sara Hess",16880000,"20 Nov. 2007",8.6,2300,"A magician's heart stops during a performance. At first House dismisses the case, but later changes his mind when complications arise. House has a contest to determine the next one to leave the team."
"125",4,9,79,"Games","Jimmy Quidd","Measles","B05","INFECTIOUS","SKIN","Deran Sarafian","Eli Attie",16960000,"27 Nov. 2007",8.6,2435,"House treats a rock musician, and some of the candidates have to get past their personal biases, Wilson misdiagnoses a patient, and the winners are named."
"126",4,10,80,"It's a Wonderful Lie","Maggie","Neoplasm of uncertain or unknown behaviour: Breast","D486","NEOPLASTIC","BREAST","Matt Shakman","Pamela Davis",22560000,"29 Jan. 2008",8.4,2234,"House is equally obsessed with a mother and daughter who don't lie, and using Christmas to create discord among the team members."
"127",4,11,81,"Frozen","Dr. Cate Milton","Pulmonary embolism","I26","VASCULAR","LUNG","David Straiton","Liz Friedman",29040000,"3 Feb. 2008",9.2,3296,"When a researcher at a South Pole base becomes ill, House must diagnose the case at a distance. Meanwhile, House tries to find out who Wilson is dating, and his new staff tries to get him cable."
"128",4,12,82,"Don't Ever Change","Roz","Other specified disorders of kidney and ureter","N288","GENITOURINARY","REN","Deran Sarafian","Doris Egan & Leonard Dick",23150000,"5 Feb. 2008",8.1,2201,"A woman collapses at her wedding. She led a different life style before her marriage, House insists she hasn't changed. Wilson starts dating Amber."
"129",4,13,83,"No More Mr. Nice Guy","Jeff","Chagas disease","B57","INFECTIOUS","GI, HEART, NS","Deran Sarafian","David Hoselton & David Shore",14510000,"28 Apr. 2008",8.1,2114,"House encounters a patient who is too nice for his own good, which is a bigger problem than his emergency room diagnosis; and House competes with Amber for Wilson's attention."
"130",4,14,84,"Living the Dream","Evan Greer","Personal history of allergy to other drugs, medicaments and biological substances","Z888","ALLERGIC","liver","David Straiton","Sara Hess & Liz Friedman",13260000,"5 May 2008",8.3,2196,"House finds himself at odds with his team when he becomes convinced that an actor on his favorite soap, ""Prescription Passion,"" has a serious medical condition."
"131",4,15,85,"House's Head","Bus driver","Air embolism following infusion, transfusion and therapeutic injection","T800","VASCULAR","BV","Greg Yaitanes","Story by: Doris EganTeleplay by: Peter Blake & David Foster & Russel Friend & Garrett Lerner",14840000,"12 May 2008",9.8,9318,"A bus that House was riding crashes. House claims there's a victim on the bus who is dying, but not from the bus accident. He stops at nothing to figure out who the patient is and what is ailing him/her."
"132",4,16,86,"Wilson's Heart","Amber Volakis","Poisoning by antiepileptic, sedative-hypnotic and antiparkinsonism drugs","T42","METABOLIC","NS, LIVER","Katie Jacobs","Peter Blake, David Foster, Russel Friend & Garrett Lerner",16160000,"19 May 2008",9.8,8768,"The team works to save someone close to a central character's heart. The key is inside House's head, but he is in a bad way himself."
"133",5,1,87,"Dying Changes Everything","Lou","Lepromatous leprosy","A305","INFECTIOUS","SKIN","Deran Sarafian","Eli Attie",14770000,"16 Sep. 2008",8.4,2471,"House's preoccupation with Wilson leaves his team without direction and endangers the patient, a female whose exhaustive work schedule and demanding boss may have caused her condition."
"134",5,2,88,"Not Cancer","Apple","Malignant neoplasm, without specification of site","C80","NEOPLASTIC","BONES","David Straiton","David Shore & Lawrence Kaplow",12370000,"23 Sep. 2008",8.2,2185,"Years after receiving body parts from an organ donor, five out of six recipients die within a few months, but not from organ rejection. House and the team race against time to figure out why before the final surviving recipient, a young woman who received the donor's cornea, mysteriously dies as well. House retains a comical private investigator to investigate patients, doctors, and his estranged friend, Wilson."
"135",5,2,88,"Not Cancer","Apple","Malignant neoplasm, without specification of site","C80","NEOPLASTIC","BONE","David Straiton","David Shore & Lawrence Kaplow",12370000,"23 Sep. 2008",8.2,2185,"Years after receiving body parts from an organ donor, five out of six recipients die within a few months, but not from organ rejection. House and the team race against time to figure out why before the final surviving recipient, a young woman who received the donor's cornea, mysteriously dies as well. House retains a comical private investigator to investigate patients, doctors, and his estranged friend, Wilson."
"136",5,3,89,"Adverse Events","Brandon","Foreign body in stomach","T182","GASTRO","GI","Andrew Bernstein","Carol Green & Dustin Paddock",12970000,"30 Sep. 2008",8.1,2081,"House's investigator gets information on everyone, which House uses to stir the pot of their lives while the team tries to cure a portraitist whose artistic view now looks like Picasso."
"137",5,4,90,"Birthmarks","Nicole","Foreign body or object entering through skin","W45","NEUROLOGIC","SKIN, NS","David Platt","Doris Egan & David Foster",13260000,"14 Oct. 2008",9,2757,"House tries every delaying tactic available when Wilson forces him to attend his father's funeral. Meanwhile, the team tries to find the cause of a young woman's abdominal pain and hemorrhage that occurred in China."
"138",5,5,91,"Lucky Thirteen","Spencer","Sicca syndrome [Sjögren]","M350","AUTOIMMUNE",NA,"Greg Yaitanes","Liz Friedman & Sara Hess",13080000,"21 Oct. 2008",8.5,2365,"Thirteen's one night stand collapses at her apartment, and her symptoms are so misleading that the diagnosis may be terminal. Meanwhile, revelation about Wilson and Thirteen occupy House."
"139",5,5,91,"Lucky Thirteen","Spencer","Sicca syndrome [Sjögren]","M350","CONNECTIVE",NA,"Greg Yaitanes","Liz Friedman & Sara Hess",13080000,"21 Oct. 2008",8.5,2365,"Thirteen's one night stand collapses at her apartment, and her symptoms are so misleading that the diagnosis may be terminal. Meanwhile, revelation about Wilson and Thirteen occupy House."
"140",5,6,92,"Joy","Jerry Harmon","Non-neuropathic heredofamilial amyloidosis","E850","METABOLIC","NS","Deran Sarafian","David Hoselton",13490000,"28 Oct. 2008",8.6,2277,"House takes on a case where the patient has unexplained blackouts, and his daughter may hold the key to the diagnosis. Meanwhile, Cuddy prepares for her new arrival until there are complications with the birth mother."
"141",5,6,92,"Joy","Samantha Harmon","Non-neuropathic heredofamilial amyloidosis","E850","METABOLIC","NS","Deran Sarafian","David Hoselton",13490000,"28 Oct. 2008",8.6,2277,"House takes on a case where the patient has unexplained blackouts, and his daughter may hold the key to the diagnosis. Meanwhile, Cuddy prepares for her new arrival until there are complications with the birth mother."
"142",5,7,93,"The Itch","Stewart Nozick","Toxic effect: Lead and its compounds","T560","METABOLIC","LIVER, BV, REN","Greg Yaitanes","Peter Blake",13060000,"11 Nov. 2008",8.2,2060,"House takes time to dabble in Cameron and Chase's love life while he treats an agoraphobic patient she's brought to the team."
"143",5,8,94,"Emancipation","Sophia Isabel Velez","Acute promyelocytic leukaemia [PML]","C924","NEOPLASTIC","BONE MARROW","Jim Hayman","Pamela Davis & Leonard Dick",13260000,"18 Nov. 2008",8,1980,"The team tries to treat a patient who keeps lying to them, and Foreman exerts some independence."
"144",5,8,94,"Emancipation","Jonah","Poisoning: Iron and its compounds","T454","METABOLIC","LIVER, BV","Jim Hayman","Pamela Davis & Leonard Dick",13260000,"18 Nov. 2008",8,1980,"The team tries to treat a patient who keeps lying to them, and Foreman exerts some independence."
"145",5,9,95,"Last Resort","Jason","Subacute and chronic melioidosis","A242","INFECTIOUS","SPLEEN","Katie Jacobs","Story by: Matthew V. LewisTeleplay by: Matthew V. Lewis & Eli Attie",12870000,"25 Nov. 2008",8.9,2937,"A person takes House, Thirteen and others as hostages. He's seen several doctors but none have found what ails him. As they work towards finding a solution, Thirteen makes decisions which leads her to think about her own condition."
"146",5,10,96,"Let Them Eat Cake","Emmy","Other porphyria","E802","METABOLIC","SKIN","Deran Sarafian","Russel Friend & Garrett Lerner",12510000,"2 Dec. 2008",8.2,2047,"The drug trial brings back memories for Thirteen; Kutner and Taub scramble as they try to salvage a scam and save the team's patient whose gastric bypass may not have saved her life."
"147",5,11,97,"Joy to the World","Natalie Soellner","Eclampsia","O15","OBSGYN","REN, LIVER, HEART, LUNG","David Straiton","Peter Blake",14050000,"9 Dec. 2008",8.4,2259,"A teenager collapses on stage, and the outcome will lead to a surprise for Cuddy. Wilson convinces House to be nice to his patients during the holidays. Foreman and Thirteen have issues when a trial patient drops from the program."
"148",5,12,98,"Painless","Jeff","Other generalized epilepsy and epileptic syndromes","G404","NEUROLOGIC","NS","Andrew Bernstein","Thomas L. Moran & Eli Attie",15020000,"19 Jan. 2009",8.1,2023,"House treats a patient who's worn out by chronic pain. Cuddy tries to do her job and take care of her new child. Foreman and Thirteen's relationship stalls."
"149",5,13,99,"Big Baby","Sarah","Patent ductus arteriosus","Q250","OBSGYN","BV","Deran Sarafian","Lawrence Kaplow & David Foster",15690000,"26 Jan. 2009",8,1931,"House maneuvers against a measured Cameron when she takes over Cuddy's duties, Foreman faces an ethical dilemma, and Cuddy has trouble bonding with the baby."
"150",5,13,99,"Big Baby","Sarah","Patent ductus arteriosus","Q250","OBSGYN","VASCULAR","Deran Sarafian","Lawrence Kaplow & David Foster",15690000,"26 Jan. 2009",8,1931,"House maneuvers against a measured Cameron when she takes over Cuddy's duties, Foreman faces an ethical dilemma, and Cuddy has trouble bonding with the baby."
"151",5,14,100,"The Greater Good","Dana Miller","Other endometriosis","N808","GENITOURINARY","UG","Lesli Linka Glatter","Sara Hess",14870000,"2 Feb. 2009",8,1932,"A physician who gave up her career comes in for treatment, leading to tense encounters with the team. Meanwhile, Cuddy exacts revenge and Foreman's choice has devastating consequences."
"152",5,15,101,"Unfaithful","Daniel Bresson","Wiskott-Aldrich syndrome","D820","AUTOIMMUNE","LYMPH NODE","Greg Yaitanes","David Hoselton",14190000,"16 Feb. 2009",8.4,2139,"House treats a priest who's lost his faith, issues an ultimatum to Foreman and Thirteen, and plays with Cuddy's desire to have him attend - or is it not attend? - her baby's naming ceremony."
"153",5,16,102,"The Softer Side","Jackson Smith","Nephropathy induced by other drugs, medicaments and biological substances","N141","GENITOURINARY","NS","Deran Sarafian","Liz Friedman",14850000,"23 Feb. 2009",8.5,2156,"House's team resents being made complicit in a web of lies parents have told their son when he's brought in for treatment that may be related to his intersexuality. Meanwhile, no one's content that House is happy."
"154",5,17,103,"The Social Contract","Nick Greenwald","Potter syndrome","Q606","OBSGYN","REN","Andrew Bernstein","Doris Egan",12380000,"9 Mar. 2009",8.7,2239,"The team tries to diagnose a condition that leaves the patient saying anything that he thinks, no matter whom it hurts, and Wilson raises House's antennae when he passes up a monster truck rally."
"155",5,18,104,"Here Kitty","Morgan West","Malignant neoplasm: Appendix","C181","NEOPLASTIC","GI","Juan J. Campanella","Peter Blake",13130000,"16 Mar. 2009",8.2,2088,"House treats a patient who is convinced she's dying because of a death predicting cat. Meanwhile Taub catches up with an old High School classmate and contemplates leaving the team."
"156",5,19,105,"Locked In","Lee","Leptospirosis","A27","INFECTIOUS","REN","Dan Attias","Russel Friend & Garrett Lerner & David Foster",12510000,"30 Mar. 2009",9.1,3290,"House is injured in a motorcycle accident. While recovering, he finds an accident victim suffering from a brain injury. House tries to prove the brain damage caused the accident, not vice versa, so he can treat the patient."
"157",5,19,105,"Locked In","Lee","Locked-in syndrome","G835","PSYCHIATRIC","NS","Dan Attias","Russel Friend & Garrett Lerner & David Foster",12510000,"30 Mar. 2009",9.1,3290,"House is injured in a motorcycle accident. While recovering, he finds an accident victim suffering from a brain injury. House tries to prove the brain damage caused the accident, not vice versa, so he can treat the patient."
"158",5,20,106,"Simple Explanation","Charlotte Novack","Visceral leishmaniasis","B550","INFECTIOUS","BV","Greg Yaitanes","Leonard Dick",13290000,"6 Apr. 2009",9.2,3534,"Taub treats a patient whose dying husband gets better as she becomes sicker, while the rest of the team deals with a devastating loss."
"159",5,20,106,"Simple Explanation","Eddie Novack","Blastomycosis","B40","INFECTIOUS","LUNGS","Greg Yaitanes","Leonard Dick",13290000,"6 Apr. 2009",9.2,3534,"Taub treats a patient whose dying husband gets better as she becomes sicker, while the rest of the team deals with a devastating loss."
"160",5,21,107,"Saviors","Doug Svensen","Sporotrichosis","B42","INFECTIOUS","SKIN","Matthew Penn","Eli Attie & Thomas L. Moran",12190000,"13 Apr. 2009",8.4,2106,"House worries he's lost his mojo when he can't determine the reason for Cameron and Wilson's changed behaviors or his new patient's diagnosis."
"161",5,22,108,"House Divided","Seth Miller","Sarcoidosis","D86","AUTOIMMUNE","LUNG","Greg Yaitanes","Liz Friedman & Matthew V. Lewis",11690000,"27 Apr. 2009",9.1,2816,"House's Amber hallucination becomes more aggressive as sleep deprivation takes its toll endangering a patient, and Chase's bachelor party ends in the emergency room."
"162",5,23,109,"Under My Skin","House","Mental and behavioural disorders due to use of opioids","F11","PSYCHIATRIC","NS","David Straiton","Lawrence Kaplow & Pamela Davis",12040000,"4 May 2009",9.2,3002,"When all of House's efforts to rid himself of Amber fail, he turns to someone unexpected for assistance. Meanwhile, the team is left to fend for itself as they try to save a ballerina's life and career."
"163",5,23,109,"Under My Skin","Penelope","Gonococcal infection","A54","INFECTIOUS","UG","David Straiton","Lawrence Kaplow & Pamela Davis",12040000,"4 May 2009",9.2,3002,"When all of House's efforts to rid himself of Amber fail, he turns to someone unexpected for assistance. Meanwhile, the team is left to fend for itself as they try to save a ballerina's life and career."
"164",5,24,110,"Both Sides Now","Scott","Toxic effect: Glycols","T523","METABOLIC","liver","Greg Yaitanes","Doris Egan",12740000,"11 May 2009",9.6,4968,"House and his team treat a patient who had his brain split in half, now it seems like one side of his brain is causing some health/behavioral issues. House plays games with Cuddy over the night he detoxed, and those events will cause major changes. Cameron and Chase come to a decision."
"165",5,24,110,"Both Sides Now","Eugene Schwartz","Malignant neoplasm of pancreas","C25","NEOPLASTIC","PANCREAS","Greg Yaitanes","Doris Egan",12740000,"11 May 2009",9.6,4968,"House and his team treat a patient who had his brain split in half, now it seems like one side of his brain is causing some health/behavioral issues. House plays games with Cuddy over the night he detoxed, and those events will cause major changes. Cameron and Chase come to a decision."
"166",5,24,110,"Both Sides Now","House","Unspecified nonorganic psychosis","F29","PSYCHIATRIC","NS","Greg Yaitanes","Doris Egan",12740000,"11 May 2009",9.6,4968,"House and his team treat a patient who had his brain split in half, now it seems like one side of his brain is causing some health/behavioral issues. House plays games with Cuddy over the night he detoxed, and those events will cause major changes. Cameron and Chase come to a decision."
"167",6,3,113,"Epic Fail","Vince Pearson","Other sphingolipidosis","E752","METABOLIC","BV","Greg Yaitanes","Sara Hess & Liz Friedman",14440000,"28 Sep. 2009",8.6,2424,"Vince hallucinates during testing of a video game, he's developing. House quits his old job after mental hospital. He joins Wilson in cooking class. Foreman takes over on trial."
"168",6,4,114,"The Tyrant","President Dibala","Blastomycosis","B40","INFECTIOUS","LUNGS","David Straiton","Peter Blake",13740000,"5 Oct. 2009",9,2761,"Foreman hires Chase and Cameron as his new team. An African tyrant becomes Foreman and co.'s patient. They're not happy. House is back as consultant. House meets Wilson's downstairs neighbor."
"169",6,4,114,"The Tyrant","Murphy","Phantom limb syndrome with pain","G546","NEUROLOGIC","NS","David Straiton","Peter Blake",13740000,"5 Oct. 2009",9,2761,"Foreman hires Chase and Cameron as his new team. An African tyrant becomes Foreman and co.'s patient. They're not happy. House is back as consultant. House meets Wilson's downstairs neighbor."
"170",6,5,115,"Instant Karma","Jack Randall","Other thrombophilia","D686","VASCULAR","BV","Greg Yaitanes","Thomas L. Moran",13500000,"12 Oct. 2009",8.5,2084,"A wealthy businessman brings his teenage son, who is suffering from inexplicable stomach pains, to Princeton Plainsboro and insists on having Dr. House handle the case. The father of the patient believes the karmic penalty of his financial success is that he is victim to personal tragedy, and that the answer to his son's medical mystery lies in a reverse of fate rather than medical treatment. Meanwhile, Foreman and Chase prepare to present information on the Dibala case."
